522.284546,726.587402
516.630920,835.130249
510.867065,943.792236
505.195465,1053.071655
499.620178,1162.602173
494.144073,1272.717896
488.719025,1382.901611
483.299377,1493.675415
477.893738,1604.660156
628.997070,737.684631
623.402283,844.520691
618.016541,951.454468
612.691406,1058.937622
607.431274,1166.740967
602.243896,1274.999634
597.293762,1383.413574
592.181152,1492.344238
587.155029,1601.472778
733.026062,748.297180
727.497498,853.583313
722.155090,958.898743
717.109314,1064.729736
712.166687,1170.760986
707.268250,1277.288818
702.410156,1383.869019
697.812561,1491.053955
693.056641,1598.489014
835.310730,758.241150
829.641052,862.122131
824.256836,965.999451
819.124634,1070.224487
814.246033,1174.666138
809.393433,1279.549316
804.743530,1384.419189
800.180237,1489.895386
795.838318,1595.556763
933.766174,768.294983
928.725220,870.613159
923.697144,972.913879
918.671570,1075.650146
913.739136,1178.503540
909.057434,1281.787354
904.405945,1385.036743
899.969421,1488.801270
895.552795,1592.651733
1028.388916,778.187012
1023.779419,878.910217
1019.090271,979.679321
1014.371033,1080.833252
1009.774048,1182.098999
1005.152466,1283.854248
1000.655518,1385.433228
996.192383,1487.549927
991.899963,1589.823608
1120.258057,787.903564
1116.051147,887.035828
1111.635986,986.213684
1107.061035,1085.899048
1102.569702,1185.613647
1098.122681,1285.729492
1093.852173,1385.804565
1089.648804,1486.284912
1085.468384,1586.893799
1209.047729,797.227356
1204.735962,894.920715
1200.220947,992.645203
1195.853027,1090.719971
1191.684082,1188.865479
1187.690063,1287.417236
1183.718750,1385.989624
1179.813965,1484.974121
1175.877686,1584.044434
1294.727539,806.599609
1290.298340,902.771545
1286.170898,998.922302
1282.210938,1095.431641
1278.448730,1192.028320
1274.799438,1289.104858
1271.104492,1386.118042
1267.471924,1483.617432
1263.891846,1581.226563
1376.333252,815.708740
1372.802979,910.249695
1369.303345,1004.901672
1365.953491,1099.912598
1362.656616,1195.082642
1359.204712,1290.690063
1355.797852,1386.268677
1352.210083,1482.252441
1348.720093,1578.388184
1457.629028,824.193848
1454.374878,917.370300
1451.184082,1010.617554
1448.095581,1104.212280
1444.860962,1198.020874
1441.428833,1292.229370
1438.096191,1386.487427
1434.718750,1480.984131
1431.178345,1575.689331
