"X","Y","Z","Intensity"
4.932,0.305,1.324,133.000
4.914,0.288,1.319,129.000
4.901,0.270,1.315,128.000
4.891,0.253,1.312,128.000
4.884,0.235,1.310,128.000
4.877,0.217,1.308,130.000
4.870,0.199,1.306,130.000
4.857,0.182,1.302,133.000
4.833,0.165,1.296,133.000
4.825,0.148,1.294,133.000
4.818,0.130,1.292,133.000
4.821,0.114,1.292,135.000
4.794,0.097,1.285,134.000
4.781,0.079,1.281,132.000
4.771,0.062,1.279,130.000
4.785,0.046,1.282,134.000
4.764,0.029,1.276,130.000
4.754,0.015,1.274,131.000
4.737,-0.002,1.269,129.000
4.741,-0.018,1.270,133.000
4.731,-0.036,1.268,129.000
4.727,-0.052,1.267,130.000
4.704,-0.069,1.260,128.000
4.692,-0.084,1.257,130.000
4.697,-0.102,1.259,127.000
4.687,-0.117,1.256,131.000
4.683,-0.134,1.255,130.000
4.669,-0.148,1.252,133.000
4.653,-0.164,1.248,128.000
4.643,-0.180,1.245,36.000
4.650,-0.197,1.247,38.000
4.643,-0.212,1.245,41.000
4.654,-0.229,1.249,111.000
4.636,-0.245,1.244,128.000
4.635,-0.262,1.244,130.000
4.621,-0.275,1.240,127.000
4.623,-0.292,1.241,127.000
4.605,-0.307,1.237,130.000
4.592,-0.323,1.234,130.000
4.582,-0.337,1.231,127.000
4.586,-0.354,1.232,131.000
4.575,-0.368,1.230,127.000
4.562,-0.384,1.227,127.000
4.546,-0.397,1.223,125.000
4.538,-0.413,1.221,124.000
4.537,-0.427,1.221,124.000
4.536,-0.444,1.221,128.000
4.515,-0.459,1.216,124.000
4.503,-0.474,1.213,122.000
4.502,-0.487,1.213,122.000
4.498,-0.504,1.213,124.000
4.491,-0.519,1.211,122.000
4.481,-0.534,1.209,125.000
4.468,-0.546,1.206,125.000
4.466,-0.563,1.206,125.000
4.460,-0.577,1.205,127.000
4.456,-0.592,1.205,128.000
4.431,-0.605,1.198,128.000
4.421,-0.620,1.196,130.000
4.423,-0.636,1.197,130.000
4.417,-0.651,1.196,130.000
4.411,-0.665,1.195,130.000
4.393,-0.678,1.191,130.000
4.375,-0.691,1.187,130.000
4.381,-0.708,1.189,131.000
4.367,-0.720,1.186,130.000
4.368,-0.736,1.187,130.000
4.345,-0.747,1.181,127.000
4.340,-0.763,1.181,130.000
4.334,-0.775,1.180,130.000
4.335,-0.792,1.181,130.000
4.325,-0.805,1.179,128.000
4.310,-0.818,1.176,130.000
4.300,-0.831,1.173,128.000
4.297,-0.847,1.173,130.000
4.290,-0.860,1.172,128.000
4.287,-0.875,1.172,130.000
4.263,-0.886,1.167,127.000
4.256,-0.901,1.166,127.000
4.255,-0.915,1.166,128.000
4.252,-0.930,1.166,128.000
4.249,-0.944,1.166,128.000
4.236,-0.958,1.164,127.000
4.216,-0.968,1.159,124.000
4.210,-0.982,1.158,125.000
4.182,-0.992,1.152,40.000
4.173,-1.005,1.150,40.000
4.153,-1.015,1.146,38.000
4.162,-1.033,1.149,103.000
4.144,-1.043,1.145,55.000
4.133,-1.056,1.143,57.000
4.167,-1.080,1.153,69.000
7.284,-1.916,2.018,111.000
7.246,-1.932,2.009,112.000
7.239,-1.959,2.009,115.000
7.229,-1.982,2.008,118.000
7.216,-2.007,2.007,119.000
7.196,-2.027,2.003,115.000
7.178,-2.050,2.000,118.000
7.178,-2.076,2.002,121.000
7.160,-2.098,1.999,115.000
7.156,-2.124,2.000,118.000
7.139,-2.147,1.998,119.000
7.123,-2.168,1.995,112.000
7.106,-2.190,1.992,106.000
7.104,-2.215,1.994,115.000
7.092,-2.240,1.993,115.000
7.074,-2.260,1.990,112.000
7.057,-2.282,1.987,119.000
7.050,-2.310,1.988,112.000
7.045,-2.335,1.989,112.000
7.033,-2.359,1.988,115.000
7.007,-2.377,1.983,112.000
6.993,-2.398,1.981,119.000
6.983,-2.423,1.980,121.000
6.977,-2.446,1.981,119.000
6.959,-2.468,1.978,118.000
6.936,-2.486,1.974,118.000
0,0,0,0
3.931,-1.440,1.122,66.000
3.929,-1.456,1.123,105.000
3.917,-1.467,1.121,102.000
3.908,-1.480,1.120,135.000
3.881,-1.484,1.113,132.000
3.876,-1.497,1.113,133.000
3.876,-1.513,1.115,135.000
3.869,-1.526,1.114,132.000
3.853,-1.535,1.111,133.000
3.844,-1.547,1.110,132.000
3.839,-1.561,1.110,133.000
3.842,-1.579,1.113,134.000
3.833,-1.589,1.112,135.000
3.819,-1.599,1.109,133.000
3.811,-1.612,1.109,134.000
3.809,-1.627,1.110,134.000
3.809,-1.643,1.111,133.000
3.796,-1.653,1.109,133.000
3.785,-1.663,1.108,135.000
3.749,-1.664,1.099,46.000
3.749,-1.678,1.100,128.000
3.746,-1.694,1.102,136.000
3.751,-1.711,1.105,139.000
3.730,-1.718,1.100,139.000
3.720,-1.727,1.099,140.000
3.715,-1.742,1.099,139.000
3.714,-1.757,1.101,137.000
3.713,-1.773,1.103,138.000
3.693,-1.779,1.098,138.000
3.677,-1.787,1.095,138.000
3.681,-1.804,1.098,139.000
3.676,-1.818,1.099,140.000
3.674,-1.832,1.100,140.000
3.653,-1.838,1.096,140.000
3.642,-1.848,1.094,139.000
3.649,-1.869,1.098,141.000
3.639,-1.879,1.097,139.000
3.638,-1.894,1.099,140.000
3.624,-1.904,1.097,140.000
3.610,-1.913,1.095,140.000
3.607,-1.928,1.096,140.000
3.605,-1.943,1.097,139.000
3.599,-1.955,1.097,139.000
3.590,-1.967,1.097,140.000
3.574,-1.972,1.094,140.000
3.573,-1.989,1.096,140.000
3.572,-2.004,1.097,139.000
3.568,-2.019,1.098,139.000
3.552,-2.026,1.096,140.000
3.547,-2.040,1.096,141.000
3.540,-2.051,1.096,139.000
3.538,-2.067,1.098,140.000
3.535,-2.083,1.099,138.000
3.518,-2.089,1.096,139.000
3.505,-2.097,1.094,138.000
3.500,-2.111,1.095,139.000
3.499,-2.128,1.097,139.000
3.499,-2.144,1.099,139.000
3.480,-2.148,1.096,140.000
3.472,-2.161,1.096,140.000
3.467,-2.174,1.096,138.000
3.465,-2.190,1.098,139.000
3.456,-2.201,1.098,53.000
3.461,-2.221,1.102,126.000
3.462,-2.239,1.105,133.000
3.464,-2.257,1.108,134.000
3.450,-2.264,1.106,135.000
3.441,-2.277,1.106,135.000
3.431,-2.286,1.105,135.000
3.422,-2.299,1.105,136.000
3.418,-2.312,1.106,135.000
3.416,-2.329,1.108,135.000
3.404,-2.339,1.107,135.000
3.393,-2.349,1.106,136.000
3.385,-2.360,1.106,135.000
3.379,-2.375,1.107,135.000
3.377,-2.391,1.109,134.000
3.367,-2.402,1.108,133.000
3.358,-2.412,1.108,134.000
3.343,-2.420,1.106,135.000
3.344,-2.437,1.109,134.000
3.340,-2.452,1.110,133.000
3.332,-2.464,1.110,133.000
3.320,-2.474,1.109,133.000
3.311,-2.485,1.109,133.000
3.305,-2.499,1.110,133.000
3.302,-2.513,1.112,134.000
3.296,-2.527,1.113,134.000
3.279,-2.534,1.110,133.000
3.271,-2.547,1.111,134.000
3.264,-2.559,1.111,133.000
3.264,-2.578,1.114,131.000
3.256,-2.588,1.114,133.000
3.242,-2.596,1.113,134.000
3.232,-2.605,1.112,133.000
3.229,-2.622,1.114,132.000
3.223,-2.635,1.116,132.000
3.219,-2.652,1.118,133.000
3.201,-2.656,1.114,132.000
3.194,-2.670,1.116,132.000
3.189,-2.682,1.117,132.000
3.187,-2.700,1.119,135.000
3.183,-2.716,1.121,134.000
3.163,-2.719,1.118,133.000
3.157,-2.731,1.119,132.000
3.155,-2.749,1.121,135.000
3.146,-2.761,1.122,133.000
3.141,-2.777,1.123,135.000
3.129,-2.784,1.122,135.000
3.116,-2.792,1.121,134.000
3.110,-2.808,1.123,132.000
3.114,-2.830,1.127,135.000
3.102,-2.840,1.127,132.000
3.091,-2.849,1.126,134.000
3.090,-2.867,1.129,136.000
3.079,-2.879,1.129,138.000
3.076,-2.894,1.132,135.000
3.071,-2.910,1.134,135.000
3.053,-2.912,1.131,134.000
3.052,-2.933,1.134,137.000
3.042,-2.943,1.134,137.000
3.038,-2.961,1.137,136.000
3.029,-2.970,1.137,134.000
3.017,-2.980,1.136,133.000
3.005,-2.989,1.136,134.000
3.006,-3.010,1.140,135.000
3.000,-3.024,1.141,133.000
2.997,-3.043,1.144,133.000
2.988,-3.055,1.145,134.000
2.974,-3.063,1.144,134.000
2.968,-3.077,1.146,133.000
2.966,-3.097,1.149,135.000
2.962,-3.115,1.152,133.000
2.950,-3.124,1.151,134.000
2.938,-3.133,1.151,132.000
2.936,-3.153,1.154,134.000
2.926,-3.164,1.155,133.000
2.923,-3.183,1.158,132.000
2.908,-3.187,1.156,132.000
2.896,-3.197,1.156,133.000
2.893,-3.215,1.159,131.000
2.892,-3.238,1.163,132.000
2.882,-3.249,1.164,130.000
2.870,-3.259,1.164,125.000
2.861,-3.270,1.164,131.000
2.856,-3.289,1.167,131.000
2.845,-3.297,1.167,129.000
2.850,-3.328,1.174,133.000
2.827,-3.322,1.169,129.000
2.822,-3.341,1.172,133.000
2.808,-3.348,1.171,129.000
2.816,-3.382,1.179,133.000
2.793,-3.378,1.175,131.000
2.784,-3.391,1.176,131.000
2.769,-3.396,1.174,130.000
2.778,-3.433,1.183,133.000
2.763,-3.438,1.182,132.000
2.753,-3.450,1.183,129.000
2.754,-3.477,1.188,133.000
2.727,-3.468,1.182,130.000
2.738,-3.504,1.192,133.000
2.720,-3.506,1.189,132.000
2.719,-3.532,1.194,133.000
2.701,-3.535,1.192,131.000
2.694,-3.550,1.194,131.000
2.683,-3.563,1.195,132.000
2.684,-3.587,1.200,131.000
2.672,-3.599,1.201,129.000
2.668,-3.618,1.205,130.000
2.657,-3.631,1.206,130.000
2.649,-3.644,1.207,127.000
2.644,-3.666,1.211,125.000
2.637,-3.684,1.214,130.000
2.619,-3.685,1.211,127.000
2.610,-3.700,1.213,127.000
2.607,-3.724,1.218,131.000
2.599,-3.739,1.220,130.000
2.594,-3.761,1.224,131.000
2.572,-3.755,1.220,128.000
2.566,-3.776,1.223,130.000
2.563,-3.798,1.228,133.000
2.547,-3.803,1.226,129.000
2.550,-3.838,1.235,131.000
2.525,-3.829,1.229,127.000
2.523,-3.857,1.235,133.000
2.506,-3.860,1.233,128.000
2.511,-3.895,1.242,131.000
