-38.990926,-6.936332,841.568067
-39.579483,18.056729,841.545834
-40.168041,43.049790,841.523600
-40.756598,68.042852,841.501367
-41.345155,93.035913,841.479133
-41.933712,118.028974,841.456900
-42.522270,143.022035,841.434666
-43.110827,168.015096,841.412433
-37.505846,-6.959640,839.914026
-38.100420,18.033269,839.882064
-38.694993,43.026177,839.850101
-39.289567,68.019085,839.818139
-39.884140,93.011993,839.786176
-40.478714,118.004901,839.754214
-41.073288,142.997810,839.722251
-41.667861,167.990718,839.690289
-35.967257,-6.973026,838.266956
-36.568217,18.019720,838.228107
-37.169177,43.012466,838.189257
-37.770137,68.005211,838.150407
-38.371097,92.997957,838.111557
-38.972057,117.990703,838.072708
-39.573017,142.983448,838.033858
-40.173977,167.976194,837.995008
-34.377945,-6.986940,836.603246
-34.983970,18.005668,836.555457
-35.589996,42.998276,836.507669
-36.196022,67.990884,836.459880
-36.802048,92.983492,836.412092
-37.408074,117.976099,836.364303
-38.014099,142.968707,836.316514
-38.620125,167.961315,836.268726
-32.732865,-7.001379,834.934955
-33.345270,17.991059,834.880207
-33.957674,42.983497,834.825459
-34.570078,67.975935,834.770711
-35.182482,92.968374,834.715963
-35.794886,117.960812,834.661215
-36.407291,142.953250,834.606467
-37.019695,167.945688,834.551719
-31.130679,-7.016695,833.381521
-31.748018,17.975600,833.317616
-32.365358,42.967895,833.253710
-32.982697,67.960190,833.189805
-33.600036,92.952485,833.125899
-34.217375,117.944780,833.061994
-34.834714,142.937075,832.998089
-35.452053,167.929370,832.934183
-29.501646,-7.030080,831.855750
-30.125004,17.962044,831.783908
-30.748362,42.954168,831.712065
-31.371720,67.946292,831.640223
-31.995078,92.938416,831.568380
-32.618437,117.930540,831.496538
-33.241795,142.922664,831.424695
-33.865153,167.914788,831.352853
-27.847657,-7.043846,830.343362
-28.475579,17.948136,830.262452
-29.103500,42.940118,830.181543
-29.731422,67.932100,830.100634
-30.359344,92.924082,830.019725
-30.987266,117.916064,829.938815
-31.615188,142.908046,829.857906
-32.243109,167.900028,829.776997
-26.183031,-7.057791,828.906229
-26.815765,17.934038,828.815946
-27.448499,42.925866,828.725664
-28.081232,67.917695,828.635381
-28.713966,92.909523,828.545099
-29.346700,117.901352,828.454816
-29.979433,142.893181,828.364534
-30.612167,167.885009,828.274251
-24.473815,-7.065099,827.481768
-25.112018,17.926563,827.384361
-25.750221,42.918226,827.286955
-26.388424,67.909889,827.189548
-27.026628,92.901552,827.092141
-27.664831,117.893214,826.994735
-28.303034,142.884877,826.897328
-28.941237,167.876540,826.799922
-22.687022,-7.077991,826.011206
-23.330124,17.913511,825.905244
-23.973226,42.905014,825.799283
-24.616328,67.896516,825.693321
-25.259431,92.888019,825.587360
-25.902533,117.879521,825.481398
-26.545635,142.871023,825.375436
-27.188738,167.862526,825.269475
-20.847686,-7.087874,824.577448
-21.496049,17.903451,824.462278
