603.403625,880.052551
603.424316,917.013733
603.556946,954.275513
603.762268,991.473145
603.965088,1028.788940
604.131226,1066.044800
604.341858,1103.237671
604.542908,1140.463501
604.801270,1177.811157
605.020508,1215.017578
605.230896,1252.325317
605.501831,1289.612549
605.809021,1326.894897
606.057617,1364.133057
606.366577,1401.461426
606.650452,1438.854858
606.950134,1476.073730
607.201355,1513.373047
607.508362,1550.742065
607.839722,1588.041748
608.123962,1625.312256
608.430664,1662.614990
608.777283,1699.903442
609.082214,1737.126709
609.374512,1774.416504
609.663818,1811.747070
640.420105,879.708984
640.671570,916.762268
640.825623,953.988831
640.952759,991.189514
641.106140,1028.409058
641.379944,1065.783569
641.627380,1102.953613
641.805115,1140.208130
642.028992,1177.452148
642.247681,1214.822144
642.602051,1252.073730
642.844910,1289.299683
643.077148,1326.639160
643.353638,1363.885376
643.672424,1401.183594
643.913757,1438.578247
644.226990,1475.788208
644.526367,1513.075806
644.859192,1550.334106
645.154724,1587.690796
645.446289,1624.970093
645.830322,1662.274414
646.081848,1699.566162
646.436401,1736.851685
646.753845,1774.123901
647.123108,1811.266846
677.763428,879.352905
677.891113,916.379700
677.997314,953.760132
678.204163,990.876526
678.420837,1028.170898
678.619141,1065.429932
678.865051,1102.719360
679.064880,1139.914551
679.252502,1177.200562
679.606323,1214.471924
679.848633,1251.800049
680.111755,1289.042969
680.397644,1326.367188
680.693542,1363.646362
680.949768,1400.960693
681.229309,1438.214233
681.585449,1475.457275
681.882813,1512.791138
682.168579,1550.036377
682.480652,1587.301636
682.830994,1624.662109
683.156921,1661.917603
683.474976,1699.151733
683.852051,1736.491089
684.124634,1773.781738
684.422974,1811.011353
714.902527,879.073364
715.091248,916.136047
715.258728,953.337402
715.438782,990.596313
715.663208,1027.865234
715.893066,1065.141479
716.099670,1102.340332
716.316406,1139.653076
716.570129,1176.889404
716.878967,1214.156860
717.082886,1251.478638
717.371216,1288.807617
717.712646,1326.099365
717.963745,1363.333008
718.252686,1400.700439
718.581238,1437.939331
718.851563,1475.219604
719.152161,1512.484497
719.499451,1549.751343
719.822388,1587.032715
720.185547,1624.297974
720.482422,1661.594116
720.838196,1698.801514
721.172119,1736.014404
721.529053,1773.315796
721.802612,1810.657837
752.174377,878.793335
