1151.0369,910.3033
1151.3922,984.1307
1151.8408,1057.7850
1152.1998,1131.3422
1152.6600,1204.9015
1153.1078,1278.2445
1153.6118,1351.4344
1154.1171,1424.5076
1221.5604,910.2096
1221.9137,983.3549
1222.2468,1056.4459
1222.6376,1129.5148
1222.9716,1202.3668
1223.3325,1275.1876
1223.8083,1347.8381
1224.1986,1420.2772
1290.9297,910.1265
1291.2120,982.7377
1291.5762,1055.2379
1291.8755,1127.6696
1292.1687,1199.9249
1292.5515,1272.1830
1292.8457,1344.2009
1293.1991,1416.1176
1359.1929,909.9844
1359.4110,982.0331
1359.7272,1053.9376
1360.0310,1125.8141
1360.2777,1197.5618
1360.5927,1269.1796
1360.8485,1340.7753
1361.1344,1412.0339
1426.3574,909.8948
1426.6548,981.3251
1426.8379,1052.7565
1427.0620,1123.9890
1427.3228,1195.1337
1427.5515,1266.2605
1427.8101,1337.1226
1427.9893,1407.9255
1492.6058,909.8322
1492.7653,980.6876
1492.9319,1051.4432
1493.1227,1122.1685
1493.2878,1192.8439
1493.4094,1263.3142
1493.6743,1333.6908
1493.7395,1403.8627
1557.6578,909.7490
1557.7982,980.0585
1557.9928,1050.2175
1558.0754,1120.3541
1558.1931,1190.4302
1558.3483,1260.3319
1558.4227,1330.1804
1558.5303,1399.8831
1621.6393,909.7299
1621.7894,979.4017
1621.9503,1049.0580
1622.0060,1118.6886
1622.0654,1188.0486
1622.1490,1257.5500
1622.2000,1326.8010
1622.1799,1395.8722
1684.6058,909.6569
1684.7209,978.8325
1684.8213,1047.8901
1684.8436,1116.8831
1684.8989,1185.8556
1684.8551,1254.7087
1684.8840,1323.3247
1684.9426,1391.9518
1746.4583,909.5887
1746.6379,978.1487
1746.6611,1046.7703
1746.7107,1115.1543
1746.6918,1183.6323
1746.6866,1251.8938
1746.7202,1319.9878
1746.6438,1388.0382
1807.3582,909.5683
1807.4030,977.6596
1807.4496,1045.6149
1807.5133,1113.4917
1807.4547,1181.3447
1807.3623,1249.1262
1807.3014,1316.7595
1807.2622,1384.1676
