1466.7583,811.4565
1386.9587,812.4538
1307.2709,813.5699
1227.7467,814.6165
1148.3011,815.6902
1069.0565,816.7692
989.9496,817.8517
911.1056,818.9709
1467.7158,891.1707
1387.9159,892.1614
1308.2233,893.1394
1228.7136,894.1375
1149.2114,895.1372
1070.0079,896.1338
990.9164,897.1647
911.9950,898.1971
1468.6429,970.8781
1388.8672,971.8337
1309.1648,972.7546
1229.6648,973.7216
1150.1869,974.6505
1070.9318,975.5862
991.8524,976.5366
912.9763,977.4236
1469.5851,1050.5593
1389.7809,1051.5166
1310.1359,1052.3373
1230.5920,1053.2292
1151.1624,1054.1042
1071.9274,1054.9482
992.8668,1055.8060
914.0031,1056.6307
1470.4407,1130.1738
1390.7469,1131.0348
1311.0768,1131.8732
1231.5916,1132.7168
1152.1613,1133.5522
1072.9406,1134.2863
993.9061,1135.0936
915.0373,1135.8008
1471.3386,1209.7911
1391.6724,1210.6414
1312.0421,1211.3878
1232.5708,1212.1588
1153.1769,1212.8932
1073.9919,1213.6331
994.9796,1214.2722
916.1343,1214.9349
1472.1980,1289.2050
1392.5660,1290.0013
1313.0156,1290.7793
1233.5560,1291.4727
1154.1910,1292.1453
1075.0602,1292.7841
996.0576,1293.3486
917.2564,1293.9403
1473.0852,1368.6038
1393.4171,1369.2841
1313.9630,1369.9891
1234.5355,1370.6619
1155.2477,1371.2365
1076.1511,1371.8419
997.1871,1372.3243
918.4421,1372.8608
1473.9366,1447.7731
1394.3488,1448.4182
1314.9178,1449.0723
1235.5662,1449.7327
1156.3101,1450.2333
1077.2570,1450.7751
998.3088,1451.1626
919.6776,1451.6217
1474.7900,1526.8239
1395.2712,1527.4172
1315.8583,1528.0328
1236.5529,1528.5730
1157.3890,1529.0718
1078.3802,1529.5178
999.4954,1529.9177
920.8665,1530.2114
1475.5782,1605.7245
1396.1005,1606.2881
1316.8005,1606.8712
1237.5858,1607.3282
1158.4719,1607.8049
1079.5106,1608.1473
1000.7054,1608.4479
922.0881,1608.8030
